text,AE
SLE receded after withdrawal of carbamazepine and treatment with anti-inflammatory drugs.,['SLE']
We report a case of acne fulminans occurring during treatment with 13-cis-retinoic acid for cystic acne.,['acne fulminans']
Carbamyl phosphate synthetase-1 deficiency discovered after valproic acid-induced coma.,['coma']
Valproic acid induced coma is presented in an adult patient without a history of metabolic disease.,['coma']
Asterixis induced by carbamazepine therapy.,['Asterixis']
"In this report we present four patients treated with a combination of different psychotropic drugs, in whom asterixis was triggered either by adding carbamazepine (CBZ) to a treatment regimen, or by increasing its dosage.","['asterixis', 'asterixis']"
"We consider asterixis to be an easily overlooked sign of neurotoxicity, which may occur even at low or moderate dosage levels, if certain drugs as lithium or clozapine are used in combination with CBZ.","['asterixis', 'asterixis', 'asterixis', 'neurotoxicity', 'neurotoxicity', 'neurotoxicity']"
Encephalopathy and seizures induced by intravesical alum irrigations.,"['Encephalopathy', 'seizures']"
Hemorrhagic cystitis is a significant toxic effect of cyclophosphamide therapy.,['Hemorrhagic cystitis']
We report four cases of encephalopathy coincident with elevated aluminum levels as well as one patient who developed seizures while receiving continuous bladder irrigations with alum.,"['elevated aluminum levels', 'encephalopathy', 'seizures']"
Seizure with hyponatremia in a child prescribed desmopressin for nocturnal enuresis.,"['hyponatremia', 'Seizure']"
We report a case of hyponatremia associated with a grand mal seizure in a 28 month-old child after intra-nasal desmopressin administration for high fluid intake with nocturnal enuresis.,"['grand mal seizure', 'hyponatremia']"
This case report describes a 38-year-old male in whom SIADH was strongly suspected secondary to Tegretol therapy to control a seizure disorder.,['SIADH']
"Gestational diabetes was no less severe (degree of hyperglycaemia, need for insulin therapy) when associated with norethisterone.",['Gestational diabetes']
"However, follow-up revealed that gestational diabetes when associated with norethisterone had a lesser risk of emerging diabetes mellitus and impaired glucose tolerance.","['diabetes mellitus', 'gestational diabetes', 'impaired glucose tolerance']"
"In a single practice during the 21 years 1971-1991, the incidence of gestational diabetes in pregnancies in which norethisterone was prescribed was 32.4% (22 of 69) in comparison with 7.1% in pregnancies in which the women did not take norethisterone (137 of 1,684) (p < 0.001).",['gestational diabetes']
Masculinization of a female fetus occurred in 5 of 39 (12.8%) exposed to norethisterone; all were cases of clitoral hypertrophy not requiring surgical treatment.,"['clitoral hypertrophy', 'Masculinization of a female fetus']"
"Norethisterone in these 69 pregnancies accounted for 33.3% (5 of 15) cases of clitoral hypertrophy diagnosed in 100,756 consecutive births.",['clitoral hypertrophy']
An adverse reaction to IFN was strongly suspected as the cause of CHF.,['CHF']
Multiple myeloma complicated by congestive heart failure following first administration of recombinant alpha-interferon.,['congestive heart failure']
"Sixteen hours after the first administration of IFN, IFN was suspended by the symptoms of congestive heart failure (CHF).","['CHF', 'congestive heart failure']"
We describe a patient who developed NEH on three separate occasions provoked by two different chemotherapeutic agents--cytarabine and mitoxantrone.,"['NEH', 'NEH']"
"Since this amount of FAB was insufficient to bind all DGTX present in the serum, cardiac DGTX toxicity (total AV-block) persisted.","['cardiac DGTX toxicity', 'total AV-block']"
CASE SUMMARY: Two children with attention deficit disorder treated with methylphenidate as a simple drug developed fixed drug eruption of the scrotum.,['fixed drug eruption of the scrotum']
CONCLUSIONS: Fixed drug rash induced by methylphenidate is a possible but rare phenomenon.,['Fixed drug rash']
Fixed drug eruption of the scrotum due to methylphenidate.,['Fixed drug eruption of the scrotum']
OBJECTIVE: To report two cases of fixed drug eruption induced by methylphenidate.,['fixed drug eruption']
Methotrexate pneumonitis in nonsurgical treatment of ectopic pregnancy.,['pneumonitis']
We describe a case of pneumonitis following local administration of methotrexate for nonsurgical termination of an ectopic pregnancy.,['pneumonitis']
"Central nervous system effects secondary to ciprofloxacin treatment are uncommon and usually consist only of minor dizziness or mild headache, although rare occurrences of seizures and hallucinations have been reported.","['hallucinations', 'mild headache', 'minor dizziness', 'seizures']"
Ciprofloxacin-induced psychosis.,['psychosis']
DATA SYNTHESIS: A 49-year-old man developed symptoms of severe psychosis concomitant with ciprofloxacin (250 mg bid) treatment.,['severe psychosis']
"OBJECTIVE: To report a case of ciprofloxacin-induced psychosis and to discuss occurrence rates, risk factors, possible etiologies, preventive measures, and treatment courses for this adverse reaction.",['psychosis']
A case of phenobarbital exacerbation of a preexisting maladaptive behavior partially suppressed by chlorpromazine and misinterpreted as chlorpromazine efficacy.,['exacerbation of a preexisting maladaptive behavior']
Ten years of behavioral data are presented to support the hypothesis that phenobarbital was exacerbating maladaptive behaviors.,['maladaptive behaviors']
"This profile should trigger a ""red flag"" as to the possibility of phenobarbital behavioral side effects or exacerbation of preexisting maladaptive behaviors.","['behavioral side effects', 'exacerbation of preexisting maladaptive behaviors']"
We report a third case of a 6-week-old infant with Escherichia coli sepsis who received ampicillin and other antibiotics and subsequently developed TEN.,['TEN']
Aminophylline hypersensitivity apparently due to ethylenediamine.,"['Aminophylline hypersensitivity', 'Aminophylline hypersensitivity']"
We present a case of ethylenediamine-induced delayed hypersensitivity reaction in a 46-year-old woman who received parenteral aminophylline for an acute asthma exacerbation.,"['delayed hypersensitivity reaction', 'delayed hypersensitivity reaction']"
"In a postoperative patient with pre-existent myasthenia gravis, oral verapamil caused a marked exacerbation in myasthenic weakness.",['exacerbation in myasthenic weakness']
"To the best of our knowledge, this is the first reported patient with captopril-induced pemphigus in whom no new lesions developed after subsequent treatment with enalapril.",['pemphigus']
"We report a case of drug-induced pemphigus caused by an angiotensin-converting enzyme inhibitor, captopril.",['pemphigus']
"Typically, drug-induced neutropenia occurs in a patient receiving a semisynthetic penicillin for two weeks or more.",['neutropenia']
This case report describes an adolescent with severe lupus erythematosus who received cyclophosphamide (CY) paired with taste (cod liver oil) and smell (rose perfume) as conditioned stimuli.,"['severe lupus erythematosus', 'severe lupus erythematosus']"
Enalapril-induced anemia in two kidney transplant recipients.,['anemia']
Two renal transplant patients developed anemia during treatment of hypertension with enalapril medication.,['anemia']
Intraventricular vancomycin-induced cerebrospinal fluid eosinophilia: report of two patients.,['cerebrospinal fluid eosinophilia']
We propose a mechanism of vancomycin-induced mast cell degranulation and subsequent release of eosinophil chemotactic factor as a cause of CSFE.,['CSFE']
We report two cases of cerebrospinal fluid eosinophilia (CSFE) secondary to the intraventricular administration of vancomycin.,"['cerebrospinal fluid eosinophilia', 'CSFE']"
Falling backward in two elderly patients taking bupropion.,['Falling backward']
RESULTS: Both patients experienced a previously unreported side effect--falling backward--associated with bupropion use.,['falling backward']
Pulmonary leukostasis secondary to all-trans retinoic acid in the treatment of acute promyelocytic leukemia in first relapse.,['Pulmonary leukostasis']
"A selective association between fluoxetine and extensive, prominent eye movements in nonrapid eye movement (NREM) sleep was detected, utilizing Fisher's exact one-tailed statistic (p less than 0.00001 for each comparison).",['eye movements in nonrapid eye movement (NREM) sleep']
"In addition, a 31-year-old man with obsessive-compulsive disorder developed RBD soon after starting fluoxetine therapy, which persisted at PSG study 19 months after fluoxetine discontinuation.","['RBD', 'RBD']"
Prominent eye movements during NREM sleep and REM sleep behavior disorder associated with fluoxetine treatment of depression and obsessive-compulsive disorder.,"['Prominent eye movements during NREM sleep', 'REM sleep behavior disorder']"
Diagnosis of hypothyroidism during treatment can be difficult because of the common side effects of alpha interferon.,['hypothyroidism']
Sustained hypothyroidism induced by recombinant alpha interferon in patients with chronic hepatitis C.,['Sustained hypothyroidism']
Thyroid dysfunction has been reported in patients with malignant disease treated with recombinant alpha interferon.,['Thyroid dysfunction']
